"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EMPAGE","25_54","PC_AGE","A","1979",70.71983,
"AUS","EMPAGE","25_54","PC_AGE","A","1980",71.19049,
"AUS","EMPAGE","25_54","PC_AGE","A","1981",71.39142,
"AUS","EMPAGE","25_54","PC_AGE","A","1982",70.63979,
"AUS","EMPAGE","25_54","PC_AGE","A","1983",68.88377,
"AUS","EMPAGE","25_54","PC_AGE","A","1984",70.02629,
"AUS","EMPAGE","25_54","PC_AGE","A","1985",71.06119,
"AUS","EMPAGE","25_54","PC_AGE","A","1986",72.67167,
"AUS","EMPAGE","25_54","PC_AGE","A","1987",72.94643,
"AUS","EMPAGE","25_54","PC_AGE","A","1988",74.20647,
"AUS","EMPAGE","25_54","PC_AGE","A","1989",75.5411,
"AUS","EMPAGE","25_54","PC_AGE","A","1990",76.03415,
"AUS","EMPAGE","25_54","PC_AGE","A","1991",74.26691,
"AUS","EMPAGE","25_54","PC_AGE","A","1992",73.28902,
"AUS","EMPAGE","25_54","PC_AGE","A","1993",72.84747,
"AUS","EMPAGE","25_54","PC_AGE","A","1994",73.6044,
"AUS","EMPAGE","25_54","PC_AGE","A","1995",75.04407,
"AUS","EMPAGE","25_54","PC_AGE","A","1996",74.98886,
"AUS","EMPAGE","25_54","PC_AGE","A","1997",74.90452,
"AUS","EMPAGE","25_54","PC_AGE","A","1998",75.13912,
"AUS","EMPAGE","25_54","PC_AGE","A","1999",75.49137,
"AUS","EMPAGE","25_54","PC_AGE","A","2000",76.22829,
"AUS","EMPAGE","25_54","PC_AGE","A","2001",76.28022,
"AUS","EMPAGE","25_54","PC_AGE","A","2002",76.7261,
"AUS","EMPAGE","25_54","PC_AGE","A","2003",77.2747,
"AUS","EMPAGE","25_54","PC_AGE","A","2004",77.45007,
"AUS","EMPAGE","25_54","PC_AGE","A","2005",78.76469,
"AUS","EMPAGE","25_54","PC_AGE","A","2006",79.17829,
"AUS","EMPAGE","25_54","PC_AGE","A","2007",79.92666,
"AUS","EMPAGE","25_54","PC_AGE","A","2008",80.31086,
"AUS","EMPAGE","25_54","PC_AGE","A","2009",79.15042,
"AUS","EMPAGE","25_54","PC_AGE","A","2010",79.46227,
"AUS","EMPAGE","25_54","PC_AGE","A","2011",79.80183,
"AUS","EMPAGE","25_54","PC_AGE","A","2012",79.44994,
"AUS","EMPAGE","25_54","PC_AGE","A","2013",79.14987,
"AUS","EMPAGE","25_54","PC_AGE","A","2014",78.8046,
"AUS","EMPAGE","25_54","PC_AGE","A","2015",79.30674,
"AUS","EMPAGE","25_54","PC_AGE","A","2016",79.6788,
"AUS","EMPAGE","55_64","PC_AGE","A","1979",43.43592,
"AUS","EMPAGE","55_64","PC_AGE","A","1980",43.5891,
"AUS","EMPAGE","55_64","PC_AGE","A","1981",42.51108,
"AUS","EMPAGE","55_64","PC_AGE","A","1982",40.88751,
"AUS","EMPAGE","55_64","PC_AGE","A","1983",39.08059,
"AUS","EMPAGE","55_64","PC_AGE","A","1984",38.9337,
"AUS","EMPAGE","55_64","PC_AGE","A","1985",38.15841,
"AUS","EMPAGE","55_64","PC_AGE","A","1986",39.36725,
"AUS","EMPAGE","55_64","PC_AGE","A","1987",39.36246,
"AUS","EMPAGE","55_64","PC_AGE","A","1988",39.77102,
"AUS","EMPAGE","55_64","PC_AGE","A","1989",40.89209,
"AUS","EMPAGE","55_64","PC_AGE","A","1990",41.50192,
"AUS","EMPAGE","55_64","PC_AGE","A","1991",40.14863,
"AUS","EMPAGE","55_64","PC_AGE","A","1992",39.34028,
"AUS","EMPAGE","55_64","PC_AGE","A","1993",38.56488,
"AUS","EMPAGE","55_64","PC_AGE","A","1994",40.29091,
"AUS","EMPAGE","55_64","PC_AGE","A","1995",41.60622,
"AUS","EMPAGE","55_64","PC_AGE","A","1996",42.2831,
"AUS","EMPAGE","55_64","PC_AGE","A","1997",42.71225,
"AUS","EMPAGE","55_64","PC_AGE","A","1998",43.61793,
"AUS","EMPAGE","55_64","PC_AGE","A","1999",44.025,
"AUS","EMPAGE","55_64","PC_AGE","A","2000",46.0477,
"AUS","EMPAGE","55_64","PC_AGE","A","2001",46.71805,
"AUS","EMPAGE","55_64","PC_AGE","A","2002",48.46489,
"AUS","EMPAGE","55_64","PC_AGE","A","2003",50.27998,
"AUS","EMPAGE","55_64","PC_AGE","A","2004",51.6954,
"AUS","EMPAGE","55_64","PC_AGE","A","2005",53.46741,
"AUS","EMPAGE","55_64","PC_AGE","A","2006",55.41442,
"AUS","EMPAGE","55_64","PC_AGE","A","2007",56.50653,
"AUS","EMPAGE","55_64","PC_AGE","A","2008",57.31216,
"AUS","EMPAGE","55_64","PC_AGE","A","2009",59.01427,
"AUS","EMPAGE","55_64","PC_AGE","A","2010",60.60284,
"AUS","EMPAGE","55_64","PC_AGE","A","2011",61.16063,
"AUS","EMPAGE","55_64","PC_AGE","A","2012",61.45211,
"AUS","EMPAGE","55_64","PC_AGE","A","2013",61.43871,
"AUS","EMPAGE","55_64","PC_AGE","A","2014",61.47028,
"AUS","EMPAGE","55_64","PC_AGE","A","2015",62.13722,
"AUS","EMPAGE","55_64","PC_AGE","A","2016",62.46171,
"AUT","EMPAGE","15_24","PC_AGE","A","1999",56.3,
"AUT","EMPAGE","15_24","PC_AGE","A","2000",52.55,
"AUT","EMPAGE","15_24","PC_AGE","A","2001",51.375,
"AUT","EMPAGE","15_24","PC_AGE","A","2002",51.675,
"AUT","EMPAGE","15_24","PC_AGE","A","2003",51.125,"B"
"AUT","EMPAGE","15_24","PC_AGE","A","2004",50.75,"B"
"AUT","EMPAGE","15_24","PC_AGE","A","2005",51.625,
"AUT","EMPAGE","15_24","PC_AGE","A","2006",52.25,"B"
"AUT","EMPAGE","15_24","PC_AGE","A","2007",53.825,"B"
"AUT","EMPAGE","15_24","PC_AGE","A","2008",54.45,
"AUT","EMPAGE","15_24","PC_AGE","A","2009",53.15,
"AUT","EMPAGE","15_24","PC_AGE","A","2010",52.75,
"AUT","EMPAGE","15_24","PC_AGE","A","2011",53.9,
"AUT","EMPAGE","15_24","PC_AGE","A","2012",53.675,
"AUT","EMPAGE","15_24","PC_AGE","A","2013",53.075,
"AUT","EMPAGE","15_24","PC_AGE","A","2014",52.05,
"AUT","EMPAGE","15_24","PC_AGE","A","2015",51.375,
"AUT","EMPAGE","15_24","PC_AGE","A","2016",51,
"AUT","EMPAGE","25_54","PC_AGE","A","1999",81.8,
"AUT","EMPAGE","25_54","PC_AGE","A","2000",82.625,
"AUT","EMPAGE","25_54","PC_AGE","A","2001",82.75,
"AUT","EMPAGE","25_54","PC_AGE","A","2002",83.6,
"AUT","EMPAGE","25_54","PC_AGE","A","2003",84.025,"B"
"AUT","EMPAGE","25_54","PC_AGE","A","2004",81.425,"B"
"AUT","EMPAGE","25_54","PC_AGE","A","2005",81.55,
"AUT","EMPAGE","25_54","PC_AGE","A","2006",82.175,"B"
"AUT","EMPAGE","25_54","PC_AGE","A","2007",82.875,"B"
"AUT","EMPAGE","25_54","PC_AGE","A","2008",83.4,
"AUT","EMPAGE","25_54","PC_AGE","A","2009",82.875,
"AUT","EMPAGE","25_54","PC_AGE","A","2010",83.325,
"AUT","EMPAGE","25_54","PC_AGE","A","2011",84.1,
"AUT","EMPAGE","25_54","PC_AGE","A","2012",84.325,
"AUT","EMPAGE","25_54","PC_AGE","A","2013",84,
"AUT","EMPAGE","25_54","PC_AGE","A","2014",83.45,
"AUT","EMPAGE","25_54","PC_AGE","A","2015",83.475,
"AUT","EMPAGE","25_54","PC_AGE","A","2016",83.575,
"AUT","EMPAGE","55_64","PC_AGE","A","1999",27.65,
"AUT","EMPAGE","55_64","PC_AGE","A","2000",28.85,
"AUT","EMPAGE","55_64","PC_AGE","A","2001",28.675,
"AUT","EMPAGE","55_64","PC_AGE","A","2002",29.075,
"AUT","EMPAGE","55_64","PC_AGE","A","2003",30.275,"B"
"AUT","EMPAGE","55_64","PC_AGE","A","2004",27.15,"B"
"AUT","EMPAGE","55_64","PC_AGE","A","2005",29.95,
"AUT","EMPAGE","55_64","PC_AGE","A","2006",32.975,"B"
"AUT","EMPAGE","55_64","PC_AGE","A","2007",35.95,"B"
"AUT","EMPAGE","55_64","PC_AGE","A","2008",38.8,
"AUT","EMPAGE","55_64","PC_AGE","A","2009",39.425,
"AUT","EMPAGE","55_64","PC_AGE","A","2010",41.175,
"AUT","EMPAGE","55_64","PC_AGE","A","2011",39.925,
"AUT","EMPAGE","55_64","PC_AGE","A","2012",41.6,
"AUT","EMPAGE","55_64","PC_AGE","A","2013",43.75,
"AUT","EMPAGE","55_64","PC_AGE","A","2014",45.1,
"AUT","EMPAGE","55_64","PC_AGE","A","2015",46.275,
"AUT","EMPAGE","55_64","PC_AGE","A","2016",49.175,
"BEL","EMPAGE","15_24","PC_AGE","A","1999",28.2,
"BEL","EMPAGE","15_24","PC_AGE","A","2000",29.125,
"BEL","EMPAGE","15_24","PC_AGE","A","2001",29.7,
"BEL","EMPAGE","15_24","PC_AGE","A","2002",29.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2003",27.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2004",27.8,"B"
"BEL","EMPAGE","15_24","PC_AGE","A","2005",27.475,
"BEL","EMPAGE","15_24","PC_AGE","A","2006",27.575,
"BEL","EMPAGE","15_24","PC_AGE","A","2007",27.475,"B"
"BEL","EMPAGE","15_24","PC_AGE","A","2008",27.4,
"BEL","EMPAGE","15_24","PC_AGE","A","2009",25.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2010",25.225,"B"
"BEL","EMPAGE","15_24","PC_AGE","A","2011",26,
"BEL","EMPAGE","15_24","PC_AGE","A","2012",25.25,
"BEL","EMPAGE","15_24","PC_AGE","A","2013",23.625,
"BEL","EMPAGE","15_24","PC_AGE","A","2014",23.2,
"BEL","EMPAGE","15_24","PC_AGE","A","2015",23.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2016",22.75,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","1999",76.225,
"BEL","EMPAGE","25_54","PC_AGE","A","2000",77.375,
"BEL","EMPAGE","25_54","PC_AGE","A","2001",76.625,
"BEL","EMPAGE","25_54","PC_AGE","A","2002",76.525,
"BEL","EMPAGE","25_54","PC_AGE","A","2003",76.5,
"BEL","EMPAGE","25_54","PC_AGE","A","2004",77.25,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2005",78.3,
"BEL","EMPAGE","25_54","PC_AGE","A","2006",78.375,
"BEL","EMPAGE","25_54","PC_AGE","A","2007",79.675,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2008",80.45,
"BEL","EMPAGE","25_54","PC_AGE","A","2009",79.75,
"BEL","EMPAGE","25_54","PC_AGE","A","2010",80,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2011",79.35,
"BEL","EMPAGE","25_54","PC_AGE","A","2012",79.275,
"BEL","EMPAGE","25_54","PC_AGE","A","2013",79.05,
"BEL","EMPAGE","25_54","PC_AGE","A","2014",79.125,
"BEL","EMPAGE","25_54","PC_AGE","A","2015",78.525,
"BEL","EMPAGE","25_54","PC_AGE","A","2016",79.075,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","1999",24.575,
"BEL","EMPAGE","55_64","PC_AGE","A","2000",26.3,
"BEL","EMPAGE","55_64","PC_AGE","A","2001",25.1,
"BEL","EMPAGE","55_64","PC_AGE","A","2002",26.575,
"BEL","EMPAGE","55_64","PC_AGE","A","2003",28.125,
"BEL","EMPAGE","55_64","PC_AGE","A","2004",30,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","2005",31.8,
"BEL","EMPAGE","55_64","PC_AGE","A","2006",31.975,
"BEL","EMPAGE","55_64","PC_AGE","A","2007",34.375,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","2008",34.5,
"BEL","EMPAGE","55_64","PC_AGE","A","2009",35.225,
"BEL","EMPAGE","55_64","PC_AGE","A","2010",37.35,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","2011",38.7,
"BEL","EMPAGE","55_64","PC_AGE","A","2012",39.5,
"BEL","EMPAGE","55_64","PC_AGE","A","2013",41.725,
"BEL","EMPAGE","55_64","PC_AGE","A","2014",42.675,
"BEL","EMPAGE","55_64","PC_AGE","A","2015",44.025,
"BEL","EMPAGE","55_64","PC_AGE","A","2016",45.425,"B"
"CAN","EMPAGE","15_24","PC_AGE","A","1995",53.78333,
"CAN","EMPAGE","15_24","PC_AGE","A","1996",52.66667,
"CAN","EMPAGE","15_24","PC_AGE","A","1997",51.475,
"CAN","EMPAGE","15_24","PC_AGE","A","1998",52.44167,
"CAN","EMPAGE","15_24","PC_AGE","A","1999",54.54167,
"CAN","EMPAGE","15_24","PC_AGE","A","2000",56.23333,
"CAN","EMPAGE","15_24","PC_AGE","A","2001",56.34167,
"CAN","EMPAGE","15_24","PC_AGE","A","2002",57.46667,
"CAN","EMPAGE","15_24","PC_AGE","A","2003",58.15,
"CAN","EMPAGE","15_24","PC_AGE","A","2004",57.83333,
"CAN","EMPAGE","15_24","PC_AGE","A","2005",57.7,
"CAN","EMPAGE","15_24","PC_AGE","A","2006",58.51667,
"CAN","EMPAGE","15_24","PC_AGE","A","2007",59.48333,
"CAN","EMPAGE","15_24","PC_AGE","A","2008",59.53333,
"CAN","EMPAGE","15_24","PC_AGE","A","2009",55.31667,
"CAN","EMPAGE","15_24","PC_AGE","A","2010",54.88334,
"CAN","EMPAGE","15_24","PC_AGE","A","2011",55.31667,
"CAN","EMPAGE","15_24","PC_AGE","A","2012",54.325,
"CAN","EMPAGE","15_24","PC_AGE","A","2013",55.075,
"CAN","EMPAGE","15_24","PC_AGE","A","2014",55.55,
"CAN","EMPAGE","15_24","PC_AGE","A","2015",55.775,
"CAN","EMPAGE","15_24","PC_AGE","A","2016",55.375,
"CAN","EMPAGE","25_54","PC_AGE","A","1995",76.2,
"CAN","EMPAGE","25_54","PC_AGE","A","1996",76.16666,
"CAN","EMPAGE","25_54","PC_AGE","A","1997",77.325,
"CAN","EMPAGE","25_54","PC_AGE","A","1998",78.35833,
"CAN","EMPAGE","25_54","PC_AGE","A","1999",79.175,
"CAN","EMPAGE","25_54","PC_AGE","A","2000",79.88333,
"CAN","EMPAGE","25_54","PC_AGE","A","2001",79.79166,
"CAN","EMPAGE","25_54","PC_AGE","A","2002",80.25833,
"CAN","EMPAGE","25_54","PC_AGE","A","2003",80.81667,
"CAN","EMPAGE","25_54","PC_AGE","A","2004",81.34167,
"CAN","EMPAGE","25_54","PC_AGE","A","2005",81.325,
"CAN","EMPAGE","25_54","PC_AGE","A","2006",81.58334,
"CAN","EMPAGE","25_54","PC_AGE","A","2007",82.2,
"CAN","EMPAGE","25_54","PC_AGE","A","2008",82.25833,
"CAN","EMPAGE","25_54","PC_AGE","A","2009",80.3,
"CAN","EMPAGE","25_54","PC_AGE","A","2010",80.475,
"CAN","EMPAGE","25_54","PC_AGE","A","2011",80.99167,
"CAN","EMPAGE","25_54","PC_AGE","A","2012",81.4,
"CAN","EMPAGE","25_54","PC_AGE","A","2013",81.6,
"CAN","EMPAGE","25_54","PC_AGE","A","2014",81.24167,
"CAN","EMPAGE","25_54","PC_AGE","A","2015",81.38333,
"CAN","EMPAGE","25_54","PC_AGE","A","2016",81.36667,
"CAN","EMPAGE","55_64","PC_AGE","A","1995",43.1855,
"CAN","EMPAGE","55_64","PC_AGE","A","1996",43.47093,
"CAN","EMPAGE","55_64","PC_AGE","A","1997",44.49408,
"CAN","EMPAGE","55_64","PC_AGE","A","1998",45.31283,
"CAN","EMPAGE","55_64","PC_AGE","A","1999",46.75072,
"CAN","EMPAGE","55_64","PC_AGE","A","2000",48.09698,
"CAN","EMPAGE","55_64","PC_AGE","A","2001",48.18778,
"CAN","EMPAGE","55_64","PC_AGE","A","2002",50.02547,
"CAN","EMPAGE","55_64","PC_AGE","A","2003",53.02614,
"CAN","EMPAGE","55_64","PC_AGE","A","2004",53.90778,
"CAN","EMPAGE","55_64","PC_AGE","A","2005",54.80051,
"CAN","EMPAGE","55_64","PC_AGE","A","2006",55.53469,
"CAN","EMPAGE","55_64","PC_AGE","A","2007",56.98986,
"CAN","EMPAGE","55_64","PC_AGE","A","2008",57.22163,
"CAN","EMPAGE","55_64","PC_AGE","A","2009",57.28418,
"CAN","EMPAGE","55_64","PC_AGE","A","2010",58.05394,
"CAN","EMPAGE","55_64","PC_AGE","A","2011",58.39422,
"CAN","EMPAGE","55_64","PC_AGE","A","2012",59.4039,
"CAN","EMPAGE","55_64","PC_AGE","A","2013",60.31047,
"CAN","EMPAGE","55_64","PC_AGE","A","2014",60.43176,
"CAN","EMPAGE","55_64","PC_AGE","A","2015",60.8651,
"CAN","EMPAGE","55_64","PC_AGE","A","2016",61.63015,
"CZE","EMPAGE","15_24","PC_AGE","A","1998",41.5,
"CZE","EMPAGE","15_24","PC_AGE","A","1999",38.275,
"CZE","EMPAGE","15_24","PC_AGE","A","2000",36.35,
"CZE","EMPAGE","15_24","PC_AGE","A","2001",34.25,
"CZE","EMPAGE","15_24","PC_AGE","A","2002",32.225,
"CZE","EMPAGE","15_24","PC_AGE","A","2003",29.975,
"CZE","EMPAGE","15_24","PC_AGE","A","2004",27.775,"B"
"CZE","EMPAGE","15_24","PC_AGE","A","2005",27.45,
"CZE","EMPAGE","15_24","PC_AGE","A","2006",27.675,
"CZE","EMPAGE","15_24","PC_AGE","A","2007",28.475,"B"
"CZE","EMPAGE","15_24","PC_AGE","A","2008",28.075,
"CZE","EMPAGE","15_24","PC_AGE","A","2009",26.55,
"CZE","EMPAGE","15_24","PC_AGE","A","2010",25.225,"B"
"CZE","EMPAGE","15_24","PC_AGE","A","2011",24.5,
"CZE","EMPAGE","15_24","PC_AGE","A","2012",25.2,
"CZE","EMPAGE","15_24","PC_AGE","A","2013",25.55,
"CZE","EMPAGE","15_24","PC_AGE","A","2014",27.1,
"CZE","EMPAGE","15_24","PC_AGE","A","2015",28.375,
"CZE","EMPAGE","15_24","PC_AGE","A","2016",28.625,
"CZE","EMPAGE","25_54","PC_AGE","A","1998",83.7,
"CZE","EMPAGE","25_54","PC_AGE","A","1999",81.925,
"CZE","EMPAGE","25_54","PC_AGE","A","2000",81.575,
"CZE","EMPAGE","25_54","PC_AGE","A","2001",82.1,
"CZE","EMPAGE","25_54","PC_AGE","A","2002",82.5,
"CZE","EMPAGE","25_54","PC_AGE","A","2003",81.675,
"CZE","EMPAGE","25_54","PC_AGE","A","2004",81.4,"B"
"CZE","EMPAGE","25_54","PC_AGE","A","2005",82,
"CZE","EMPAGE","25_54","PC_AGE","A","2006",82.55,
"CZE","EMPAGE","25_54","PC_AGE","A","2007",83.45,"B"
"CZE","EMPAGE","25_54","PC_AGE","A","2008",83.85,
"CZE","EMPAGE","25_54","PC_AGE","A","2009",82.5,
"CZE","EMPAGE","25_54","PC_AGE","A","2010",82.15,"B"
"CZE","EMPAGE","25_54","PC_AGE","A","2011",82.825,
"CZE","EMPAGE","25_54","PC_AGE","A","2012",82.975,
"CZE","EMPAGE","25_54","PC_AGE","A","2013",83.5,
"CZE","EMPAGE","25_54","PC_AGE","A","2014",83.825,
"CZE","EMPAGE","25_54","PC_AGE","A","2015",84.5,
"CZE","EMPAGE","25_54","PC_AGE","A","2016",85.725,
"CZE","EMPAGE","55_64","PC_AGE","A","1998",37.15,
"CZE","EMPAGE","55_64","PC_AGE","A","1999",37.55,
"CZE","EMPAGE","55_64","PC_AGE","A","2000",36.275,
"CZE","EMPAGE","55_64","PC_AGE","A","2001",37.075,
"CZE","EMPAGE","55_64","PC_AGE","A","2002",40.75,
"CZE","EMPAGE","55_64","PC_AGE","A","2003",42.25,
"CZE","EMPAGE","55_64","PC_AGE","A","2004",42.675,"B"
"CZE","EMPAGE","55_64","PC_AGE","A","2005",44.475,
"CZE","EMPAGE","55_64","PC_AGE","A","2006",45.2,
"CZE","EMPAGE","55_64","PC_AGE","A","2007",46,"B"
"CZE","EMPAGE","55_64","PC_AGE","A","2008",47.6,
"CZE","EMPAGE","55_64","PC_AGE","A","2009",46.85,
"CZE","EMPAGE","55_64","PC_AGE","A","2010",46.5,"B"
"CZE","EMPAGE","55_64","PC_AGE","A","2011",47.675,
"CZE","EMPAGE","55_64","PC_AGE","A","2012",49.325,
"CZE","EMPAGE","55_64","PC_AGE","A","2013",51.625,
"CZE","EMPAGE","55_64","PC_AGE","A","2014",54,
"CZE","EMPAGE","55_64","PC_AGE","A","2015",55.45,
"CZE","EMPAGE","55_64","PC_AGE","A","2016",58.525,
"DNK","EMPAGE","15_24","PC_AGE","A","1999",65.45,
"DNK","EMPAGE","15_24","PC_AGE","A","2000",65.975,
"DNK","EMPAGE","15_24","PC_AGE","A","2001",62.275,
"DNK","EMPAGE","15_24","PC_AGE","A","2002",63.525,
"DNK","EMPAGE","15_24","PC_AGE","A","2003",59.575,
"DNK","EMPAGE","15_24","PC_AGE","A","2004",62.3,"B"
"DNK","EMPAGE","15_24","PC_AGE","A","2005",62.275,
"DNK","EMPAGE","15_24","PC_AGE","A","2006",64.55,
"DNK","EMPAGE","15_24","PC_AGE","A","2007",65.325,"B"
"DNK","EMPAGE","15_24","PC_AGE","A","2008",66.4,
"DNK","EMPAGE","15_24","PC_AGE","A","2009",62.525,
"DNK","EMPAGE","15_24","PC_AGE","A","2010",58.05,
"DNK","EMPAGE","15_24","PC_AGE","A","2011",57.55,
"DNK","EMPAGE","15_24","PC_AGE","A","2012",55,
"DNK","EMPAGE","15_24","PC_AGE","A","2013",53.675,
"DNK","EMPAGE","15_24","PC_AGE","A","2014",53.75,
"DNK","EMPAGE","15_24","PC_AGE","A","2015",55.35,"B"
"DNK","EMPAGE","15_24","PC_AGE","A","2016",58.25,
"DNK","EMPAGE","25_54","PC_AGE","A","1999",83.95,
"DNK","EMPAGE","25_54","PC_AGE","A","2000",84.125,
"DNK","EMPAGE","25_54","PC_AGE","A","2001",84.4,
"DNK","EMPAGE","25_54","PC_AGE","A","2002",84.05,
"DNK","EMPAGE","25_54","PC_AGE","A","2003",83.475,
"DNK","EMPAGE","25_54","PC_AGE","A","2004",83.725,"B"
"DNK","EMPAGE","25_54","PC_AGE","A","2005",84.525,
"DNK","EMPAGE","25_54","PC_AGE","A","2006",86.075,
"DNK","EMPAGE","25_54","PC_AGE","A","2007",86.125,"B"
"DNK","EMPAGE","25_54","PC_AGE","A","2008",87.5,
"DNK","EMPAGE","25_54","PC_AGE","A","2009",84.675,
"DNK","EMPAGE","25_54","PC_AGE","A","2010",82.825,
"DNK","EMPAGE","25_54","PC_AGE","A","2011",82.3,
"DNK","EMPAGE","25_54","PC_AGE","A","2012",81.875,
"DNK","EMPAGE","25_54","PC_AGE","A","2013",82,
"DNK","EMPAGE","25_54","PC_AGE","A","2014",81.95,
"DNK","EMPAGE","25_54","PC_AGE","A","2015",82.175,"B"
"DNK","EMPAGE","25_54","PC_AGE","A","2016",82.525,
"DNK","EMPAGE","55_64","PC_AGE","A","1999",54.525,
"DNK","EMPAGE","55_64","PC_AGE","A","2000",55.725,
"DNK","EMPAGE","55_64","PC_AGE","A","2001",57.975,
"DNK","EMPAGE","55_64","PC_AGE","A","2002",57.875,
"DNK","EMPAGE","55_64","PC_AGE","A","2003",60.2,
"DNK","EMPAGE","55_64","PC_AGE","A","2004",60.3,"B"
"DNK","EMPAGE","55_64","PC_AGE","A","2005",59.5,
"DNK","EMPAGE","55_64","PC_AGE","A","2006",60.7,
"DNK","EMPAGE","55_64","PC_AGE","A","2007",58.95,"B"
"DNK","EMPAGE","55_64","PC_AGE","A","2008",58.375,
"DNK","EMPAGE","55_64","PC_AGE","A","2009",58.25,
"DNK","EMPAGE","55_64","PC_AGE","A","2010",58.45,
"DNK","EMPAGE","55_64","PC_AGE","A","2011",59.55,
"DNK","EMPAGE","55_64","PC_AGE","A","2012",60.85,
"DNK","EMPAGE","55_64","PC_AGE","A","2013",61.625,
"DNK","EMPAGE","55_64","PC_AGE","A","2014",63.225,
"DNK","EMPAGE","55_64","PC_AGE","A","2015",64.675,"B"
"DNK","EMPAGE","55_64","PC_AGE","A","2016",67.75,
"FIN","EMPAGE","15_24","PC_AGE","A","1998",34.3,
"FIN","EMPAGE","15_24","PC_AGE","A","1999",40,
"FIN","EMPAGE","15_24","PC_AGE","A","2000",41.1,
"FIN","EMPAGE","15_24","PC_AGE","A","2001",41.8,
"FIN","EMPAGE","15_24","PC_AGE","A","2002",40.675,
"FIN","EMPAGE","15_24","PC_AGE","A","2003",39.625,
"FIN","EMPAGE","15_24","PC_AGE","A","2004",39.4,"B"
"FIN","EMPAGE","15_24","PC_AGE","A","2005",40.5,
"FIN","EMPAGE","15_24","PC_AGE","A","2006",42.1,
"FIN","EMPAGE","15_24","PC_AGE","A","2007",44.6,"B"
"FIN","EMPAGE","15_24","PC_AGE","A","2008",44.7,
"FIN","EMPAGE","15_24","PC_AGE","A","2009",39.6,
"FIN","EMPAGE","15_24","PC_AGE","A","2010",38.8,
"FIN","EMPAGE","15_24","PC_AGE","A","2011",40.375,
"FIN","EMPAGE","15_24","PC_AGE","A","2012",41.8,
"FIN","EMPAGE","15_24","PC_AGE","A","2013",41.525,
"FIN","EMPAGE","15_24","PC_AGE","A","2014",41.35,
"FIN","EMPAGE","15_24","PC_AGE","A","2015",40.475,
"FIN","EMPAGE","15_24","PC_AGE","A","2016",41.65,
"FIN","EMPAGE","25_54","PC_AGE","A","1998",78.725,
"FIN","EMPAGE","25_54","PC_AGE","A","1999",80.325,
"FIN","EMPAGE","25_54","PC_AGE","A","2000",80.85,
"FIN","EMPAGE","25_54","PC_AGE","A","2001",81.425,
"FIN","EMPAGE","25_54","PC_AGE","A","2002",81.525,
"FIN","EMPAGE","25_54","PC_AGE","A","2003",81.125,
"FIN","EMPAGE","25_54","PC_AGE","A","2004",81.025,"B"
"FIN","EMPAGE","25_54","PC_AGE","A","2005",81.7,
"FIN","EMPAGE","25_54","PC_AGE","A","2006",82.45,
"FIN","EMPAGE","25_54","PC_AGE","A","2007",83.35,"B"
"FIN","EMPAGE","25_54","PC_AGE","A","2008",84.3,
"FIN","EMPAGE","25_54","PC_AGE","A","2009",82.4,
"FIN","EMPAGE","25_54","PC_AGE","A","2010",81.55,
"FIN","EMPAGE","25_54","PC_AGE","A","2011",82.275,
"FIN","EMPAGE","25_54","PC_AGE","A","2012",81.975,
"FIN","EMPAGE","25_54","PC_AGE","A","2013",81.025,
"FIN","EMPAGE","25_54","PC_AGE","A","2014",80.475,
"FIN","EMPAGE","25_54","PC_AGE","A","2015",79.95,
"FIN","EMPAGE","25_54","PC_AGE","A","2016",79.925,
"FIN","EMPAGE","55_64","PC_AGE","A","1998",36.275,
"FIN","EMPAGE","55_64","PC_AGE","A","1999",38.8,
"FIN","EMPAGE","55_64","PC_AGE","A","2000",41.675,
"FIN","EMPAGE","55_64","PC_AGE","A","2001",45.725,
"FIN","EMPAGE","55_64","PC_AGE","A","2002",47.85,
"FIN","EMPAGE","55_64","PC_AGE","A","2003",49.625,
"FIN","EMPAGE","55_64","PC_AGE","A","2004",50.95,"B"
"FIN","EMPAGE","55_64","PC_AGE","A","2005",52.725,
"FIN","EMPAGE","55_64","PC_AGE","A","2006",54.55,
"FIN","EMPAGE","55_64","PC_AGE","A","2007",55.05,"B"
"FIN","EMPAGE","55_64","PC_AGE","A","2008",56.45,
"FIN","EMPAGE","55_64","PC_AGE","A","2009",55.45,
"FIN","EMPAGE","55_64","PC_AGE","A","2010",56.25,
"FIN","EMPAGE","55_64","PC_AGE","A","2011",56.95,
"FIN","EMPAGE","55_64","PC_AGE","A","2012",58.175,
"FIN","EMPAGE","55_64","PC_AGE","A","2013",58.55,
